,university,career,full_name,gender,date_of_birth,postal_code,location,email
1674,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,ROBERT ROGERS,M,1946-10-28,4504,null,STEWARTCRYSTAL@GMAIL.COM
1675,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,WILLIE BRADLEY,M,1907-09-29,3254,null,ZGILL@HOTMAIL.COM
1676,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,KATHERINE JACKSON,F,1912-08-14,7226,null,JAVIER55@YAHOO.COM
1677,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,MICHAEL CHASE,M,2000-10-20,6075,null,MILLERAARON@YAHOO.COM
1678,UNIVERSIDAD_DEL_SALVADOR,BIOQUÍMICA,DARRELL_HOLMES,M,1947-04-13,null,SANCTI_SPIRITU,UJACKSON@GMAIL.COM
1679,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,RAYMOND CRAIG,M,1962-09-12,5707,null,SARAH15@HOTMAIL.COM
1680,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,BRETT CASTILLO,M,2000-06-21,6551,null,MOLLYBAKER@YAHOO.COM
1681,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,WILLIAM BELL,M,1957-02-12,2109,null,ERIN70@GMAIL.COM
1682,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,DAVID JONES,M,1922-12-11,1842,null,HERNANDEZMEGAN@GMAIL.COM
1683,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,GREGORY BLAIR,M,1910-11-14,3174,null,KARENCOCHRAN@YAHOO.COM
1684,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,LESLIE GRAY,F,1913-03-13,5438,null,JACQUELINEMILLER@GMAIL.COM
1685,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,HEATHER WILSON,F,1972-03-17,6734,null,BBROWN@GMAIL.COM
1686,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,TIFFANY GILBERT,F,1946-03-08,2725,null,YINGRAM@YAHOO.COM
1687,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,REBECCA VELAZQUEZ,F,1965-02-04,5759,null,MEGANLLOYD@HOTMAIL.COM
1688,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,DR. WILLIAM GRIMES JR.,M,1993-03-15,4600,null,NICOLECALLAHAN@GMAIL.COM
1689,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,DR. JUSTIN KLEIN JR.,M,1989-03-23,9210,null,ROBERTVEGA@GMAIL.COM
1690,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,TRAVIS WARD,M,2020-12-29,8212,null,OCOOPER@HOTMAIL.COM
1691,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,RICHARD COOPER,M,1974-05-05,3700,null,TKING@YAHOO.COM
1692,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,CHARLES JONES,M,2000-06-11,5733,null,MELISSA41@YAHOO.COM
1693,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,ALICIA RUIZ,F,1920-02-23,8308,null,SANDRA43@YAHOO.COM
1694,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,JOHN MCBRIDE,M,1979-12-31,9030,null,IMEDINA@YAHOO.COM
1695,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,TONY YOUNG,M,1982-12-30,2347,null,GORDONWILLIAM@YAHOO.COM
1696,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,DEREK JONES,M,1997-07-21,5517,null,EMILYMCCULLOUGH@HOTMAIL.COM
1697,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,DR. MEREDITH FISHER,F,1939-02-03,9111,null,LGRIFFITH@HOTMAIL.COM
1698,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,ANTHONY FERNANDEZ,M,1958-09-24,3463,null,GREGORYHOFFMAN@YAHOO.COM
1699,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,JOHNNY CARTER,M,1920-03-28,7208,null,DOUGLAS26@HOTMAIL.COM
1700,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,LAUREN WOOD,F,1975-03-03,3014,null,BRANDI48@GMAIL.COM
1701,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,KATHERINE BROWN DDS,F,1979-05-22,3378,null,FERNANDEZMARIA@HOTMAIL.COM
1702,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,RAYMOND ELLIS,M,2005-04-07,3061,null,VINCENT52@HOTMAIL.COM
1703,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,MATTHEW BARTON DDS,M,1937-10-30,5587,null,RYANHARPER@GMAIL.COM
1704,UNIVERSIDAD_DEL_SALVADOR,AGRONOMÍA,RICHARD_MILLER,M,1928-11-17,null,ALAMO,JUSTIN89@HOTMAIL.COM
1705,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,AMANDA EDWARDS,F,2007-03-15,2105,null,DEVINMOORE@YAHOO.COM
1706,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,KARA LONG,F,1968-03-27,3340,null,ADAMSCOLLEEN@HOTMAIL.COM
1707,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,DEBORAH WILSON,F,2020-09-30,9400,null,KAREN52@GMAIL.COM
1708,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,SHELBY PENNINGTON,F,1981-08-02,6703,null,CHRISTOPHER83@HOTMAIL.COM
1709,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,COURTNEY PACE,F,1926-09-24,8101,null,JELLIS@HOTMAIL.COM
1710,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,DARIN PEREZ,M,2001-06-07,3575,null,ALLISONKING@GMAIL.COM
1711,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,RYAN ESPINOZA,M,1911-10-24,3016,null,TORRESCHRISTINA@YAHOO.COM
1712,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,CHRISTINA LONG,F,1934-07-24,4750,null,WILLIAMMCPHERSON@YAHOO.COM
1713,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,JESSICA CURRY,F,2002-07-28,1907,null,JEFFREY86@GMAIL.COM
1714,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,MEGAN NELSON,F,2016-01-07,2635,null,JASON60@YAHOO.COM
1715,UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,RENEE_PATRICK,F,1909-09-08,null,AVIA_TERAI,WILLIAMGAY@YAHOO.COM
1716,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,TINA SMITH,F,1913-09-05,8500,null,HLOPEZ@GMAIL.COM
1717,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,AMBER HALL,F,1970-06-24,7267,null,BHOWARD@YAHOO.COM
1718,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,CHRISTOPHER WRIGHT,M,1973-03-02,6471,null,TERESASMITH@HOTMAIL.COM
1719,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,ANDREW WALKER,M,1958-09-04,9315,null,DIANA62@YAHOO.COM
1720,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,TIFFANY_JENSEN,F,1929-08-13,null,VILLA_SAUCE,WSHELTON@HOTMAIL.COM
1721,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,RYAN CURTIS,M,2020-12-01,5779,null,TRAVISBAIRD@GMAIL.COM
1722,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,SHANNON SANDOVAL,F,2021-07-22,2440,null,ROTHREBECCA@GMAIL.COM
1723,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,RICHARD MORGAN,M,1909-05-22,8124,null,ODONNELLGRANT@HOTMAIL.COM
1724,UNIV. NACIONAL DEL COMAHUE,MEDICINA,TERRY COX,M,1919-11-22,5719,null,GALVANCYNTHIA@HOTMAIL.COM
1725,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,MARISSA MARTINEZ,F,1928-05-10,1885,null,LISANEAL@HOTMAIL.COM
1726,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,DENISE PAYNE,F,1913-04-30,6064,null,CAMACHOBRIAN@HOTMAIL.COM
1727,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,HEATHER TERRELL,F,1978-12-13,6239,null,XREED@YAHOO.COM
1728,UNIV. NACIONAL DEL COMAHUE,TÉCNICO PARA BIOTERIOS ,JASON HERNANDEZ,M,1913-08-08,6009,null,PDAVIS@GMAIL.COM
1729,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,DUSTIN_ANDERSON,M,1911-04-26,null,COLONIA_HINOJO,HHOFFMAN@GMAIL.COM
1730,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,MARY WATERS,F,1953-05-20,8322,null,BDOMINGUEZ@YAHOO.COM
1731,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,KEVIN RAMIREZ,M,2005-08-16,8315,null,PBRIDGES@HOTMAIL.COM
1732,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,KIM HOFFMAN,F,1980-08-29,5381,null,SOBRIEN@YAHOO.COM
1733,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA COMPUTACIÓN,HARRY WARREN,M,1995-09-22,7303,null,MALIK20@GMAIL.COM
1734,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,JENNIFER DAVIS MD,F,1950-11-10,6453,null,LHERNANDEZ@HOTMAIL.COM
1735,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,REBECCA_JOHNSON,F,1920-04-11,null,CAMPO_DE_LOS_TOROS,MARSHALLANTHONY@HOTMAIL.COM
1736,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,MARVIN_MEDINA,M,1909-04-20,null,PILAR,SHEILAPUGH@GMAIL.COM
1737,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,JAMES_SCHMIDT,M,1938-02-01,null,AGUADITA,ADAMSMICHELE@GMAIL.COM
1738,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,JAMES TRAVIS,M,2013-02-16,6385,null,PALMERMATTHEW@GMAIL.COM
1739,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,JENNA DIAZ,F,1940-08-18,9000,null,NBURNS@HOTMAIL.COM
1740,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,ELIZABETH ALVAREZ,F,2014-11-29,8521,null,IROBLES@HOTMAIL.COM
1741,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,MARK DUDLEY,M,2013-01-06,6203,null,DON55@YAHOO.COM
1742,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,ROBERT YOUNG,M,1915-01-02,2349,null,TROY50@YAHOO.COM
1743,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,ANGELA PERKINS,F,2008-10-30,5507,null,GMALDONADO@YAHOO.COM
1744,UNIV. NACIONAL DEL COMAHUE,FARMACIA,JENNIFER WOODARD,F,2000-11-23,7247,null,DANIEL14@HOTMAIL.COM
1745,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,JENNIFER CAMPBELL,F,1946-08-05,2454,null,ANN68@GMAIL.COM
1746,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,ANGELA GREER,F,1965-07-02,7633,null,EDWINMARSHALL@GMAIL.COM
1747,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,JAMES SUAREZ,M,2009-07-02,3057,null,LROGERS@HOTMAIL.COM
1748,UNIVERSIDAD_DEL_SALVADOR,CIENCIAS_VETERINARIAS,JASON_FROST,M,1982-01-01,null,FARO_QUERANDI,AMANDAPEARSON@YAHOO.COM
1749,UNIV. NACIONAL DEL COMAHUE,ACTUARIO ,BRANDY RUIZ,F,1938-07-24,5435,null,ANDREWMCBRIDE@HOTMAIL.COM
1750,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,DONNA BISHOP,F,1912-12-01,1636,null,DAVID59@GMAIL.COM
1751,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,CRYSTAL_BOWMAN,F,1926-03-06,null,AGUA_DE_CASTILLA,JONATHAN51@GMAIL.COM
1752,UNIV. NACIONAL DEL COMAHUE,FARMACIA,JOSEPH WATKINS,M,1916-05-27,4145,null,NICOLECALHOUN@HOTMAIL.COM
1753,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,MARY_DAVIS,F,1954-10-15,null,ALTO_DE_SIERRA,WESTERIN@HOTMAIL.COM
1754,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,JESSICA EVANS,F,1992-03-13,1911,null,TINA86@HOTMAIL.COM
1755,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,SARAH WILLIAMS,F,2012-01-22,2728,null,WILLIAMREED@GMAIL.COM
1756,UNIV. NACIONAL DEL COMAHUE,ARQUITECTURA,PETER SPENCER,M,2014-07-24,6001,null,DONNAVALDEZ@HOTMAIL.COM
1757,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS BIOLÓGICAS,MICHAEL MOSLEY,M,1962-08-22,6500,null,DONNAJONES@HOTMAIL.COM
1758,UNIV. NACIONAL DEL COMAHUE,MEDICINA,STEPHANIE STEWART,F,1947-10-17,6305,null,ARNOLDCRAIG@YAHOO.COM
1759,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS ANTROPOLÓGICAS,RACHEL ABBOTT,F,1926-02-05,3222,null,BARNESJUSTIN@GMAIL.COM
1760,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,CARRIE FERGUSON,F,1975-09-27,6300,null,MARTINBALL@YAHOO.COM
1761,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,JORDAN HANSEN,F,1920-05-12,5636,null,YOUNGCYNTHIA@YAHOO.COM
1762,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,SCOTT EVANS,M,1998-01-08,2812,null,MARKJACKSON@HOTMAIL.COM
1763,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,ROBERT JONES,M,1981-07-26,2745,null,GLORIASALINAS@GMAIL.COM
1764,UNIVERSIDAD_DEL_SALVADOR,INGENIERÍA_EN_INFORMÁTICA,JAMES_BROWN,M,1911-10-22,null,CAMPO_CRENNA,BRANDON33@GMAIL.COM
1765,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,JOSEPH_STOKES,M,1929-06-03,null,ARROYO_SALADO,CHARLESCOOK@GMAIL.COM
1766,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,ASHLEY OSBORNE,F,1965-03-26,2715,null,RCOFFEY@HOTMAIL.COM
1767,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,TYLER NGUYEN,M,1998-02-19,2501,null,PRUBIO@YAHOO.COM
1768,UNIVERSIDAD_DEL_SALVADOR,FARMACIA,JOSEPH_GARDNER,M,1989-05-31,null,13_DE_ENERO,HMARTIN@YAHOO.COM
1769,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,JAMES_PETERSON,M,1912-08-12,null,ALDEA_SAN_ANTONIO,CPETERSON@HOTMAIL.COM
1770,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,MEAGAN HARMON,F,1995-06-18,9101,null,WENDYFIGUEROA@HOTMAIL.COM
1771,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,ANNA DAVIS,F,1923-09-10,3194,null,DEBORAH18@HOTMAIL.COM
1772,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,JOSEPH MITCHELL,M,1911-12-22,2156,null,JIMMYMORENO@GMAIL.COM
1773,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN TERAPIA OCUPACIONAL,JOSHUA BOYD,M,2010-04-13,6634,null,GERALD01@HOTMAIL.COM
1774,UNIV. NACIONAL DEL COMAHUE,MEDICINA,RICHARD SANCHEZ,M,1968-10-13,5470,null,YYATES@YAHOO.COM
1775,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA ELECTRÓNICA,JAMES HOFFMAN,M,1963-08-30,9310,null,JAMIEJOHNSON@HOTMAIL.COM
1776,UNIV. NACIONAL DEL COMAHUE,MEDICINA,CHRISTOPHER WHITE,M,1961-12-07,7151,null,XREILLY@HOTMAIL.COM
1777,UNIVERSIDAD_DEL_SALVADOR,TÉCNICO_PARA_BIOTERIOS_,AMBER_LOPEZ,F,1917-05-19,null,COLIQUEO,CAMPBELLALLEN@HOTMAIL.COM
1778,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA Y TECNOLOGÍA DE ALIMENTOS,DIANE BLACK,F,1967-02-04,4231,null,WILLIAMRICE@HOTMAIL.COM
1779,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,ROGER RAMIREZ,M,2019-01-08,1826,null,ALEXANDERROBINSON@YAHOO.COM
1780,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,NICOLE MURRAY,F,2002-01-19,7612,null,CADAMS@HOTMAIL.COM
1781,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA EN INFORMÁTICA,STEVEN HENDERSON,M,1964-07-09,5429,null,TIFFANYMOODY@GMAIL.COM
1782,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,ANTHONY HERNANDEZ,M,1993-04-20,1986,null,ROBERT92@HOTMAIL.COM
1783,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN MUSICOTERAPIA,GORDON HUNTER,M,1966-04-20,2915,null,COLLINSWENDY@GMAIL.COM
1784,UNIV. NACIONAL DEL COMAHUE,MEDICINA,STACY MARTINEZ,F,2006-04-01,1617,null,DAVID65@GMAIL.COM
1785,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,NATALIE WILLIAMS,F,1933-03-07,7507,null,PBUCK@HOTMAIL.COM
1786,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,MR. MATTHEW TAYLOR,M,1996-10-20,3060,null,CHRISTOPHERPETERSON@GMAIL.COM
1787,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,NICOLE SMITH,F,1909-11-27,1925,null,JSHIELDS@YAHOO.COM
1788,UNIVERSIDAD_DEL_SALVADOR,CONTADOR_PÚBLICO_,JENNIFER_RODRIGUEZ,F,1909-08-16,null,EZPELETA_ESTE,LEWISERIK@GMAIL.COM
1789,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,JULIE GARCIA,F,1963-12-07,5577,null,DANIEL38@HOTMAIL.COM
1790,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,BENJAMIN FOSTER,M,1984-06-03,4622,null,BRANDIMCCULLOUGH@HOTMAIL.COM
1791,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PLANIFICACIÓN Y DISEÑO DEL PAISAJE,DAWN ROBERTS,F,2003-03-08,6321,null,MANNINGBARBARA@YAHOO.COM
1792,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,ERIC BARR,M,1993-06-21,1744,null,PATTERSONJONATHAN@GMAIL.COM
1793,UNIV. NACIONAL DEL COMAHUE,BIOQUÍMICA,ROBERT SCOTT,M,1929-02-07,6233,null,JDUKE@YAHOO.COM
1794,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,MELVIN ANTHONY,M,1921-07-12,7240,null,KEYANNA@HOTMAIL.COM
1795,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN SOCIOLOGÍA ,JEFFREY CURTIS,M,1937-10-13,7601,null,MHENDRICKS@YAHOO.COM
1796,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,BETTY RIVERA,F,1984-01-21,6325,null,SCOTTDAVIS@GMAIL.COM
1797,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,BETH_NELSON,F,1912-08-24,null,AMALIA,ASHLEY22@HOTMAIL.COM
1798,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ADMINISTRACIÓN ,JARED DOMINGUEZ,M,1997-02-24,6475,null,LOPEZKIMBERLY@HOTMAIL.COM
1799,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,TRACY CLARK,F,1952-12-21,2601,null,STEPHANIEWHITE@GMAIL.COM
1800,UNIV. NACIONAL DEL COMAHUE,AGRONOMÍA,JOSE LEE,M,1967-12-19,1882,null,HYOUNG@HOTMAIL.COM
1801,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,STEPHANIE LOGAN,F,1981-04-23,7605,null,YFISHER@HOTMAIL.COM
1802,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,SARA GRIFFIN,F,1923-10-31,3267,null,ELAINEGALLOWAY@YAHOO.COM
1803,UNIV. NACIONAL DEL COMAHUE,MEDICINA,TERRI KIM,F,1951-02-16,7407,null,EMARSHALL@HOTMAIL.COM
1804,UNIV. NACIONAL DEL COMAHUE,CIENCIAS VETERINARIAS,NICHOLAS MORGAN,M,1939-09-20,2301,null,ROBERTSUMMERS@GMAIL.COM
1805,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,SAMUEL JUAREZ,M,1926-01-15,5442,null,BPATTERSON@GMAIL.COM
1806,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN RELACIONES DEL TRABAJO ,BIANCA KENT,F,1971-05-26,3733,null,GWALLS@GMAIL.COM
1807,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,JONATHAN ASHLEY,M,1931-12-17,4707,null,STEVEN16@HOTMAIL.COM
1808,UNIV. NACIONAL DEL COMAHUE,INGENIERÍA MECÁNICA,CASSANDRA ACOSTA,F,1987-01-01,8332,null,WAYNE25@GMAIL.COM
1809,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,JORGE MOORE,M,1987-12-31,5547,null,RYAN99@HOTMAIL.COM
1810,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS GEOLÓGICAS,TAMMY SMITH,F,2008-07-03,6743,null,YLEE@HOTMAIL.COM
1811,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,LOGAN DECKER,M,1924-10-31,2747,null,JOHNSONGLORIA@YAHOO.COM
1812,UNIV. NACIONAL DEL COMAHUE,MEDICINA,JOSHUA BROWN,M,1937-09-25,2309,null,KMCCULLOUGH@GMAIL.COM
1813,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,JAMES_BRADLEY,M,1916-01-29,null,VILLARS,MATTHEW74@YAHOO.COM
1814,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,NICOLE_HALE,F,1913-03-25,null,CHAPI_TALO,KATHY93@HOTMAIL.COM
1815,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN KINESIOLOGÍA Y FISIATRÍA,GARY BERRY,M,2000-06-20,4724,null,JENNIFER89@YAHOO.COM
1816,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,PATRICIA LEE,F,2014-06-23,5587,null,NANDERSON@YAHOO.COM
1817,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS AMBIENTALES,JEFF RICE,M,1936-05-24,5319,null,JENNIFER21@HOTMAIL.COM
1818,UNIVERSIDAD_DEL_SALVADOR,LICENCIATURA_EN_PSICOLOGÍA,TIMOTHY_THOMAS,M,1975-07-04,null,IFRAN,AFISHER@HOTMAIL.COM
1819,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,KYLE MATA,M,1997-11-05,5609,null,GARCIASEAN@HOTMAIL.COM
1820,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ,AMY HOOVER,F,1912-11-17,3248,null,HOBBSSABRINA@GMAIL.COM
1821,UNIV. NACIONAL DEL COMAHUE,CONTADOR PÚBLICO ,WILLIE LEE,M,1918-11-26,8334,null,ROBINWILLIAMS@GMAIL.COM
1822,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,DAVID THOMAS,M,1992-05-26,3132,null,ROSEFREDERICK@GMAIL.COM
1823,UNIVERSIDAD_DEL_SALVADOR,ACTUARIO_,KIMBERLY_HUFF,F,1943-06-05,null,CORA,INEAL@GMAIL.COM
1824,UNIV. NACIONAL DEL COMAHUE,DISEÑO DE IMAGEN Y SONIDO,ROBERT WRIGHT,M,1918-11-05,4622,null,ASHLEYMARTINEZ@GMAIL.COM
1825,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN ARTES,SHANNON ORTEGA JR.,M,1978-04-28,5713,null,ALICIA56@HOTMAIL.COM
1826,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN PSICOLOGÍA,FRANK GREENE,M,2007-06-04,2637,null,TAYLORRILEY@YAHOO.COM
1827,UNIV. NACIONAL DEL COMAHUE,LICENCIATURA EN CIENCIA POLÍTICA ,MISS RACHEL RICH,F,1917-03-28,7221,null,SHEILA33@YAHOO.COM
1828,UNIV. NACIONAL DEL COMAHUE,DISEÑO INDUSTRIAL,ZACHARY STAFFORD MD,M,1908-04-23,6348,null,TAYLORSHORT@GMAIL.COM
